C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A035,R170,00-00-03,05-22-11,13:00:00,DOOR,000798544,000610118
A035,R170,00-00-03,05-22-11,17:00:00,OPEN,000798880,000610851
A035,R170,00-00-03,05-22-11,21:00:00,REGULAR,000799185,000611405
A035,R170,00-00-03,05-23-11,01:00:00,REGULAR,000799352,000611555
A035,R170,00-00-03,05-23-11,05:00:00,REGULAR,000799377,000611578                          
A035,R170,00-00-03,05-23-11,09:00:00,REGULAR,000799719,000612381
A035,R170,00-00-03,05-23-11,13:00:00,REGULAR,000800212,000613260
A035,R170,00-00-03,05-23-11,17:00:00,REGULAR,000801189,000613712
A035,R170,00-00-03,05-23-11,21:00:00,REGULAR,000802325,000614063
A035,R170,00-00-03,05-24-11,01:00:00,REGULAR,000802645,000614189
A035,R170,00-00-03,05-24-11,05:00:00,REGULAR,000802665,000614198
A035,R170,00-00-03,05-24-11,09:00:00,REGULAR,000803020,000615018
A035,R170,00-00-03,05-24-11,13:00:00,REGULAR,000803597,000615906              
A035,R170,00-00-03,05-24-11,17:00:00,REGULAR,000804742,000616289
A035,R170,00-00-03,05-24-11,21:00:00,REGULAR,000805949,000616630
A035,R170,00-00-03,05-25-11,01:00:00,REGULAR,000806338,000616750
A035,R170,00-00-03,05-25-11,05:00:00,REGULAR,000806366,000616771
A035,R170,00-00-03,05-25-11,09:00:00,REGULAR,000806728,000617567
A035,R170,00-00-03,05-25-11,13:00:00,REGULAR,000807299,000618467
A035,R170,00-00-03,05-25-11,17:00:00,REGULAR,000808565,000618858
A035,R170,00-00-03,05-25-11,21:00:00,REGULAR,000809719,000619390              
A035,R170,00-00-03,05-26-11,01:00:00,REGULAR,000810144,000619496
A035,R170,00-00-03,05-26-11,05:00:00,REGULAR,000810164,000619519
A035,R170,00-00-03,05-26-11,09:00:00,REGULAR,000810530,000620350
A035,R170,00-00-03,05-26-11,13:00:00,REGULAR,000811187,000621204
A035,R170,00-00-03,05-26-11,17:00:00,REGULAR,000812422,000621621
A035,R170,00-00-03,05-26-11,21:00:00,REGULAR,000813503,000622066
A035,R170,00-00-03,05-27-11,01:00:00,REGULAR,000813922,000622174
A035,R170,00-00-03,05-27-11,05:00:00,REGULAR,000813951,000622193              
A035,R170,00-00-03,05-27-11,09:00:00,REGULAR,000814280,000622908
A035,R170,00-00-03,05-27-11,13:00:00,REGULAR,000814823,000623731
A035,R170,00-00-03,05-27-11,17:00:00,REGULAR,000815968,000624211
A035,R170,00-00-03,05-27-11,21:00:00,REGULAR,000816722,000624646                                                                                                                                                                                                      
A035,R170,00-00-04,05-21-11,01:00:00,REGULAR,000317707,000057278
A035,R170,00-00-04,05-21-11,05:00:00,REGULAR,000317810,000057303
A035,R170,00-00-04,05-21-11,09:00:00,REGULAR,000317940,000057479
A035,R170,00-00-04,05-21-11,13:00:00,REGULAR,000318452,000057847
A035,R170,00-00-04,05-21-11,17:00:00,REGULAR,000319321,000058217
A035,R170,00-00-04,05-21-11,21:00:00,REGULAR,000320117,000058489
A035,R170,00-00-04,05-22-11,01:00:00,REGULAR,000320581,000058682
A035,R170,00-00-04,05-22-11,05:00:00,REGULAR,000320678,000058717              
A035,R170,00-00-04,05-22-11,09:00:00,REGULAR,000320786,000058848
A035,R170,00-00-04,05-22-11,09:23:14,DOOR,000320812,000058889
A035,R170,00-00-04,05-22-11,09:23:23,OPEN,000320812,000058889
A035,R170,00-00-04,05-22-11,13:00:00,DOOR,000321139,000059131
A035,R170,00-00-04,05-22-11,17:00:00,OPEN,000321815,000059409
A035,R170,00-00-04,05-22-11,21:00:00,REGULAR,000322388,000059656
A035,R170,00-00-04,05-23-11,01:00:00,REGULAR,000322653,000059710
A035,R170,00-00-04,05-23-11,05:00:00,REGULAR,000322686,000059719                          
A035,R170,00-00-04,05-23-11,09:00:00,REGULAR,000323514,000059999
A035,R170,00-00-04,05-23-11,13:00:00,REGULAR,000324584,000060233
A035,R170,00-00-04,05-23-11,17:00:00,REGULAR,000326046,000060364
A035,R170,00-00-04,05-23-11,21:00:00,REGULAR,000327624,000060424
A035,R170,00-00-04,05-24-11,01:00:00,REGULAR,000328120,000060484
A035,R170,00-00-04,05-24-11,05:00:00,REGULAR,000328157,000060496
A035,R170,00-00-04,05-24-11,09:00:00,REGULAR,000329042,000060749
A035,R170,00-00-04,05-24-11,13:00:00,REGULAR,000330108,000060993              
A035,R170,00-00-04,05-24-11,17:00:00,REGULAR,000331514,000061105
A035,R170,00-00-04,05-24-11,21:00:00,REGULAR,000333137,000061194
A035,R170,00-00-04,05-25-11,01:00:00,REGULAR,000333706,000061257
A035,R170,00-00-04,05-25-11,05:00:00,REGULAR,000333746,000061268
A035,R170,00-00-04,05-25-11,09:00:00,REGULAR,000334617,000061492
A035,R170,00-00-04,05-25-11,13:00:00,REGULAR,000335655,000061767
A035,R170,00-00-04,05-25-11,17:00:00,REGULAR,000336990,000061848
A035,R170,00-00-04,05-25-11,21:00:00,REGULAR,000338496,000061985              
A035,R170,00-00-04,05-26-11,01:00:00,REGULAR,000339079,000062039
A035,R170,00-00-04,05-26-11,05:00:00,REGULAR,000339119,000062058
A035,R170,00-00-04,05-26-11,09:00:00,REGULAR,000339929,000062279
A035,R170,00-00-04,05-26-11,13:00:00,REGULAR,000340685,000062543
A035,R170,00-00-04,05-26-11,17:00:00,REGULAR,000341969,000062644
A035,R170,00-00-04,05-26-11,21:00:00,REGULAR,000343533,000062763
A035,R170,00-00-04,05-27-11,01:00:00,REGULAR,000344114,000062804
A035,R170,00-00-04,05-27-11,05:00:00,REGULAR,000344166,000062823              
A035,R170,00-00-04,05-27-11,09:00:00,REGULAR,000344810,000063061
A035,R170,00-00-04,05-27-11,13:00:00,REGULAR,000345736,000063327
A035,R170,00-00-04,05-27-11,17:00:00,REGULAR,000347159,000063455
A035,R170,00-00-04,05-27-11,21:00:00,REGULAR,000348244,000063580                                                                                                                                                                                                      
A037,R170,05-00-00,05-21-11,01:00:00,REGULAR,006167130,004732888
A037,R170,05-00-00,05-21-11,05:00:00,REGULAR,006167342,004732947
A037,R170,05-00-00,05-21-11,09:00:00,REGULAR,006167401,004733117
A037,R170,05-00-00,05-21-11,13:00:00,REGULAR,006167828,004734070
A037,R170,05-00-00,05-21-11,17:00:00,REGULAR,006169070,004734936
A037,R170,05-00-00,05-21-11,21:00:00,REGULAR,006170707,004735598
A037,R170,05-00-00,05-22-11,01:00:00,REGULAR,006171584,004735881
A037,R170,05-00-00,05-22-11,05:00:00,REGULAR,006171795,004735964              
A037,R170,05-00-00,05-22-11,09:00:00,REGULAR,006171840,004736077
A037,R170,05-00-00,05-22-11,13:00:00,REGULAR,006172101,004736652
A037,R170,05-00-00,05-22-11,17:00:00,REGULAR,006172983,004737571
A037,R170,05-00-00,05-22-11,21:00:00,REGULAR,006174209,004738212
A037,R170,05-00-00,05-23-11,01:00:00,REGULAR,006174774,004738352
A037,R170,05-00-00,05-23-11,05:00:00,REGULAR,006174803,004738381
A037,R170,05-00-00,05-23-11,07:40:57,REGULAR,006174843,004738581
A037,R170,05-00-00,05-23-11,09:00:00,REGULAR,006174923,004739040              
A037,R170,05-00-00,05-23-11,13:00:00,REGULAR,006175393,004740235
A037,R170,05-00-00,05-23-11,17:00:00,REGULAR,006176558,004741167
A037,R170,05-00-00,05-23-11,21:00:00,REGULAR,006178452,004741779
A037,R170,05-00-00,05-24-11,01:00:00,REGULAR,006179213,004741907
A037,R170,05-00-00,05-24-11,05:00:00,REGULAR,006179274,004741937
A037,R170,05-00-00,05-24-11,09:00:00,REGULAR,006179397,004742622
A037,R170,05-00-00,05-24-11,13:00:00,REGULAR,006179851,004743748
A037,R170,05-00-00,05-24-11,17:00:00,REGULAR,006181017,004744629              
A037,R170,05-00-00,05-24-11,21:00:00,REGULAR,006182812,004745310
A037,R170,05-00-00,05-25-11,01:00:00,REGULAR,006183454,004745453
A037,R170,05-00-00,05-25-11,05:00:00,REGULAR,006183535,004745484
A037,R170,05-00-00,05-25-11,09:00:00,REGULAR,006183645,004746174
A037,R170,05-00-00,05-25-11,13:00:00,REGULAR,006184145,004747284
A037,R170,05-00-00,05-25-11,17:00:00,REGULAR,006185330,004748254
A037,R170,05-00-00,05-25-11,21:00:00,REGULAR,006187381,004748866
A037,R170,05-00-00,05-26-11,01:00:00,REGULAR,006188205,004749050              
A037,R170,05-00-00,05-26-11,05:00:00,REGULAR,006188265,004749097
A037,R170,05-00-00,05-26-11,09:00:00,REGULAR,006188377,004749751
A037,R170,05-00-00,05-26-11,13:00:00,REGULAR,006188819,004750975
A037,R170,05-00-00,05-26-11,17:00:00,REGULAR,006190031,004751912
A037,R170,05-00-00,05-26-11,21:00:00,REGULAR,006191895,004752606
A037,R170,05-00-00,05-27-11,01:00:00,REGULAR,006192761,004752776
A037,R170,05-00-00,05-27-11,05:00:00,REGULAR,006192848,004752803
A037,R170,05-00-00,05-27-11,09:00:00,REGULAR,006192948,004753449              
A037,R170,05-00-00,05-27-11,13:00:00,REGULAR,006193435,004754526
A037,R170,05-00-00,05-27-11,17:00:00,REGULAR,006195000,004755392
A037,R170,05-00-00,05-27-11,21:00:00,REGULAR,006196731,004755953                                                                                                                                                                                                                                                    
A037,R170,05-00-01,05-21-11,01:00:00,REGULAR,001667725,000932705
A037,R170,05-00-01,05-21-11,05:00:00,REGULAR,001667891,000932762
A037,R170,05-00-01,05-21-11,09:00:00,REGULAR,001667945,000932933
A037,R170,05-00-01,05-21-11,13:00:00,REGULAR,001668344,000933404
A037,R170,05-00-01,05-21-11,17:00:00,REGULAR,001669488,000934109
A037,R170,05-00-01,05-21-11,21:00:00,REGULAR,001670934,000934595
A037,R170,05-00-01,05-22-11,01:00:00,REGULAR,001671787,000934829
A037,R170,05-00-01,05-22-11,05:00:00,REGULAR,001671975,000934904              
A037,R170,05-00-01,05-22-11,09:00:00,REGULAR,001672012,000935008
A037,R170,05-00-01,05-22-11,13:00:00,REGULAR,001672250,000935458
A037,R170,05-00-01,05-22-11,17:00:00,REGULAR,001673142,000936062
A037,R170,05-00-01,05-22-11,21:00:00,REGULAR,001674346,000936449
A037,R170,05-00-01,05-23-11,01:00:00,REGULAR,001674916,000936539
A037,R170,05-00-01,05-23-11,05:00:00,REGULAR,001674951,000936563
A037,R170,05-00-01,05-23-11,07:40:57,REGULAR,001674981,000936713
A037,R170,05-00-01,05-23-11,09:00:00,REGULAR,001675059,000936980              
A037,R170,05-00-01,05-23-11,13:00:00,REGULAR,001675476,000937725
A037,R170,05-00-01,05-23-11,17:00:00,REGULAR,001676569,000938271
A037,R170,05-00-01,05-23-11,21:00:00,REGULAR,001678304,000938780
A037,R170,05-00-01,05-24-11,01:00:00,REGULAR,001678969,000938910
A037,R170,05-00-01,05-24-11,05:00:00,REGULAR,001679029,000938941
A037,R170,05-00-01,05-24-11,09:00:00,REGULAR,001679148,000939406
A037,R170,05-00-01,05-24-11,13:00:00,REGULAR,001679538,000940257
A037,R170,05-00-01,05-24-11,17:00:00,REGULAR,001680672,000940825              
A037,R170,05-00-01,05-24-11,21:00:00,REGULAR,001682416,000941250
A037,R170,05-00-01,05-25-11,01:00:00,REGULAR,001683189,000941346
A037,R170,05-00-01,05-25-11,05:00:00,REGULAR,001683247,000941374
A037,R170,05-00-01,05-25-11,09:00:00,REGULAR,001683368,000941848
A037,R170,05-00-01,05-25-11,13:00:00,REGULAR,001683873,000942495
A037,R170,05-00-01,05-25-11,17:00:00,REGULAR,001685126,000943103
A037,R170,05-00-01,05-25-11,21:00:00,REGULAR,001686619,000943509
A037,R170,05-00-01,05-26-11,01:00:00,REGULAR,001687334,000943637              
A037,R170,05-00-01,05-26-11,05:00:00,REGULAR,001687401,000943665
A037,R170,05-00-01,05-26-11,09:00:00,REGULAR,001687496,000944127
A037,R170,05-00-01,05-26-11,13:00:00,REGULAR,001687922,000944895
A037,R170,05-00-01,05-26-11,17:00:00,REGULAR,001689087,000945467
A037,R170,05-00-01,05-26-11,21:00:00,REGULAR,001690828,000945980
A037,R170,05-00-01,05-27-11,01:00:00,REGULAR,001691693,000946156
A037,R170,05-00-01,05-27-11,05:00:00,REGULAR,001691766,000946198
A037,R170,05-00-01,05-27-11,09:00:00,REGULAR,001691860,000946606              
A037,R170,05-00-01,05-27-11,13:00:00,REGULAR,001692350,000947318
A037,R170,05-00-01,05-27-11,17:00:00,REGULAR,001693914,000947911
A037,R170,05-00-01,05-27-11,21:00:00,REGULAR,001695672,000948363                                                                                                                                                                                                                                                    
A037,R170,05-00-02,05-21-11,01:00:00,REGULAR,011173396,003900791
A037,R170,05-00-02,05-21-11,05:00:00,REGULAR,011173587,003900830
A037,R170,05-00-02,05-21-11,09:00:00,REGULAR,011173648,003900959
A037,R170,05-00-02,05-21-11,13:00:00,REGULAR,011174141,003901257
A037,R170,05-00-02,05-21-11,17:00:00,REGULAR,011175719,003901553
A037,R170,05-00-02,05-21-11,21:00:00,REGULAR,011177252,003901835
A037,R170,05-00-02,05-22-11,01:00:00,REGULAR,011178113,003901957
A037,R170,05-00-02,05-22-11,05:00:00,REGULAR,011178320,003902000              
A037,R170,05-00-02,05-22-11,09:00:00,REGULAR,011178381,003902094
A037,R170,05-00-02,05-22-11,13:00:00,REGULAR,011178750,003902342
A037,R170,05-00-02,05-22-11,17:00:00,REGULAR,011179763,003902639
A037,R170,05-00-02,05-22-11,21:00:00,REGULAR,011181000,003902829
A037,R170,05-00-02,05-23-11,01:00:00,REGULAR,011181559,003902865
A037,R170,05-00-02,05-23-11,05:00:00,REGULAR,011181603,003902879
A037,R170,05-00-02,05-23-11,07:40:57,REGULAR,011181653,003902996
A037,R170,05-00-02,05-23-11,09:00:00,REGULAR,011181779,003903169              
A037,R170,05-00-02,05-23-11,13:00:00,REGULAR,011182318,003903677
A037,R170,05-00-02,05-23-11,17:00:00,REGULAR,011183489,003903968
A037,R170,05-00-02,05-23-11,21:00:00,REGULAR,011185302,003904222
A037,R170,05-00-02,05-24-11,01:00:00,REGULAR,011186006,003904291
A037,R170,05-00-02,05-24-11,05:00:00,REGULAR,011186073,003904309
A037,R170,05-00-02,05-24-11,09:00:00,REGULAR,011186255,003904587
A037,R170,05-00-02,05-24-11,13:00:00,REGULAR,011186790,003905042
A037,R170,05-00-02,05-24-11,14:32:30,DOOR,011187179,003905157                 
A037,R170,05-00-02,05-24-11,14:32:36,DOOR,011187179,003905157
A037,R170,05-00-02,05-24-11,17:00:00,OPEN,011187998,003905344
A037,R170,05-00-02,05-24-11,21:00:00,REGULAR,011189957,003905630
A037,R170,05-00-02,05-25-11,01:00:00,REGULAR,011190731,003905718
A037,R170,05-00-02,05-25-11,05:00:00,REGULAR,011190807,003905731
A037,R170,05-00-02,05-25-11,09:00:00,REGULAR,011190983,003906057
A037,R170,05-00-02,05-25-11,13:00:00,REGULAR,011191607,003906419
A037,R170,05-00-02,05-25-11,17:00:00,REGULAR,011192954,003906705                    
A037,R170,05-00-02,05-25-11,21:00:00,REGULAR,011194994,003906921
A037,R170,05-00-02,05-26-11,01:00:00,REGULAR,011195875,003906996
A037,R170,05-00-02,05-26-11,05:00:00,REGULAR,011195960,003907018
A037,R170,05-00-02,05-26-11,09:00:00,REGULAR,011196149,003907347
A037,R170,05-00-02,05-26-11,13:00:00,REGULAR,011196716,003907796
A037,R170,05-00-02,05-26-11,17:00:00,REGULAR,011197926,003908127
A037,R170,05-00-02,05-26-11,21:00:00,REGULAR,011199764,003908349
A037,R170,05-00-02,05-27-11,01:00:00,REGULAR,011200626,003908428              
A037,R170,05-00-02,05-27-11,05:00:00,REGULAR,011200714,003908444
A037,R170,05-00-02,05-27-11,09:00:00,REGULAR,011200867,003908733
A037,R170,05-00-02,05-27-11,13:00:00,REGULAR,011201458,003909149
A037,R170,05-00-02,05-27-11,17:00:00,REGULAR,011203079,003909460
A037,R170,05-00-02,05-27-11,21:00:00,REGULAR,011204886,003909690                                                                                                                                                        
A037,R170,05-00-03,05-21-11,01:00:00,REGULAR,014142605,003005459
A037,R170,05-00-03,05-21-11,05:00:00,REGULAR,014142748,003005469
A037,R170,05-00-03,05-21-11,09:00:00,REGULAR,014142799,003005499
A037,R170,05-00-03,05-21-11,13:00:00,REGULAR,014143264,003005594
A037,R170,05-00-03,05-21-11,17:00:00,REGULAR,014144590,003005728
A037,R170,05-00-03,05-21-11,21:00:00,REGULAR,014145907,003005821
A037,R170,05-00-03,05-22-11,01:00:00,REGULAR,014146651,003005870
A037,R170,05-00-03,05-22-11,05:00:00,REGULAR,014146807,003005886              
A037,R170,05-00-03,05-22-11,09:00:00,REGULAR,014146848,003005888
A037,R170,05-00-03,05-22-11,13:00:00,REGULAR,014147143,003005969
A037,R170,05-00-03,05-22-11,17:00:00,REGULAR,014148013,003006122
A037,R170,05-00-03,05-22-11,21:00:00,REGULAR,014148978,003006191
A037,R170,05-00-03,05-23-11,01:00:00,REGULAR,014149390,003006227
A037,R170,05-00-03,05-23-11,05:00:00,REGULAR,014149426,003006230
A037,R170,05-00-03,05-23-11,07:40:57,REGULAR,014149464,003006254
A037,R170,05-00-03,05-23-11,09:00:00,REGULAR,014149611,003006293              
A037,R170,05-00-03,05-23-11,13:00:00,REGULAR,014150159,003006424
A037,R170,05-00-03,05-23-11,17:00:00,REGULAR,014151249,003006501
A037,R170,05-00-03,05-23-11,21:00:00,REGULAR,014152893,003006573
A037,R170,05-00-03,05-24-11,01:00:00,REGULAR,014153504,003006593
A037,R170,05-00-03,05-24-11,05:00:00,REGULAR,014153556,003006597
A037,R170,05-00-03,05-24-11,09:00:00,REGULAR,014153738,003006667
A037,R170,05-00-03,05-24-11,13:00:00,REGULAR,014154297,003006788
A037,R170,05-00-03,05-24-11,17:00:00,REGULAR,014155436,003006890              
A037,R170,05-00-03,05-24-11,21:00:00,REGULAR,014157192,003006981
A037,R170,05-00-03,05-25-11,01:00:00,REGULAR,014157875,003007012
A037,R170,05-00-03,05-25-11,05:00:00,REGULAR,014157922,003007024
A037,R170,05-00-03,05-25-11,09:00:00,REGULAR,014158124,003007103
A037,R170,05-00-03,05-25-11,13:00:00,REGULAR,014158689,003007244
A037,R170,05-00-03,05-25-11,17:00:00,REGULAR,014159814,003007347
A037,R170,05-00-03,05-25-11,21:00:00,REGULAR,014161522,003007441
A037,R170,05-00-03,05-26-11,01:00:00,REGULAR,014162309,003007486              
A037,R170,05-00-03,05-26-11,05:00:00,REGULAR,014162374,003007495
A037,R170,05-00-03,05-26-11,09:00:00,REGULAR,014162574,003007553
A037,R170,05-00-03,05-26-11,13:00:00,REGULAR,014163099,003007689
A037,R170,05-00-03,05-26-11,17:00:00,REGULAR,014164199,003007799
A037,R170,05-00-03,05-26-11,21:00:00,REGULAR,014165764,003007877
A037,R170,05-00-03,05-27-11,01:00:00,REGULAR,014166452,003007917
A037,R170,05-00-03,05-27-11,05:00:00,REGULAR,014166533,003007932
A037,R170,05-00-03,05-27-11,09:00:00,REGULAR,014166691,003008006              
A037,R170,05-00-03,05-27-11,13:00:00,REGULAR,014167241,003008143
A037,R170,05-00-03,05-27-11,17:00:00,REGULAR,014168647,003008272
A037,R170,05-00-03,05-27-11,21:00:00,REGULAR,014170213,003008355                                                                                                                                                                                                                                                    
A038,R085,00-00-00,05-21-11,00:00:00,REGULAR,001945572,001502379
A038,R085,00-00-00,05-21-11,04:00:00,REGULAR,001945704,001502398
A038,R085,00-00-00,05-21-11,04:00:00,RECOVR,001945704,001502398
A038,R085,00-00-00,05-21-11,08:00:00,AUD,001945729,001502449
A038,R085,00-00-00,05-21-11,12:00:00,REGULAR,001945831,001502726
A038,R085,00-00-00,05-21-11,16:00:00,REGULAR,001946112,001503247
A038,R085,00-00-00,05-21-11,20:00:00,REGULAR,001946595,001503771
A038,R085,00-00-00,05-22-11,00:00:00,REGULAR,001946922,001503972                   
A038,R085,00-00-00,05-22-11,04:00:00,REGULAR,001947036,001504002
A038,R085,00-00-00,05-22-11,08:00:00,REGULAR,001947058,001504027
A038,R085,00-00-00,05-22-11,12:00:00,REGULAR,001947111,001504214
A038,R085,00-00-00,05-22-11,16:00:00,REGULAR,001947318,001504544
A038,R085,00-00-00,05-22-11,20:00:00,REGULAR,001947630,001504855
A038,R085,00-00-00,05-23-11,00:00:00,REGULAR,001947868,001504927
A038,R085,00-00-00,05-23-11,04:00:00,REGULAR,001947905,001504935
A038,R085,00-00-00,05-23-11,04:00:00,RECOVR,001947905,001504935               
A038,R085,00-00-00,05-23-11,08:00:00,REGULAR,001947967,001504997
A038,R085,00-00-00,05-23-11,12:00:00,REGULAR,001948286,001505342
A038,R085,00-00-00,05-23-11,16:00:00,REGULAR,001948562,001505621
A038,R085,00-00-00,05-23-11,20:00:00,REGULAR,001949037,001506030
A038,R085,00-00-00,05-24-11,00:00:00,REGULAR,001949306,001506111
A038,R085,00-00-00,05-24-11,04:00:00,REGULAR,001949345,001506118
A038,R085,00-00-00,05-24-11,04:00:00,RECOVR,001949345,001506118
A038,R085,00-00-00,05-24-11,08:00:00,AUD,001949409,001506193                   
A038,R085,00-00-00,05-24-11,12:00:00,REGULAR,001949734,001506544
A038,R085,00-00-00,05-24-11,16:00:00,REGULAR,001950019,001506778
A038,R085,00-00-00,05-24-11,20:00:00,REGULAR,001950509,001507219
A038,R085,00-00-00,05-25-11,00:00:00,REGULAR,001950775,001507341
A038,R085,00-00-00,05-25-11,04:00:00,REGULAR,001950816,001507362
A038,R085,00-00-00,05-25-11,04:00:00,RECOVR,001950816,001507362
A038,R085,00-00-00,05-25-11,08:00:00,AUD,001950874,001507438
A038,R085,00-00-00,05-25-11,12:00:00,REGULAR,001951194,001507754                   
A038,R085,00-00-00,05-25-11,16:00:00,REGULAR,001951498,001508065
A038,R085,00-00-00,05-25-11,20:00:00,REGULAR,001952012,001508527
A038,R085,00-00-00,05-26-11,00:00:00,REGULAR,001952320,001508649
A038,R085,00-00-00,05-26-11,04:00:00,REGULAR,001952351,001508657
A038,R085,00-00-00,05-26-11,04:00:00,RECOVR,001952351,001508657
A038,R085,00-00-00,05-26-11,08:00:00,AUD,001952404,001508724
A038,R085,00-00-00,05-26-11,12:00:00,REGULAR,001952779,001509044
A038,R085,00-00-00,05-26-11,13:00:29,REGULAR,001952835,001509129                   
A038,R085,00-00-00,05-26-11,13:00:39,DOOR,001952835,001509129
A038,R085,00-00-00,05-26-11,13:02:35,OPEN,001952835,001509129
A038,R085,00-00-00,05-26-11,13:17:04,DOOR,001952835,001509129
A038,R085,00-00-00,05-26-11,16:00:00,OPEN,001953065,001509334
A038,R085,00-00-00,05-26-11,20:00:00,DOOR,001953553,001509763
A038,R085,00-00-00,05-27-11,00:00:00,OPEN,001953832,001509895
A038,R085,00-00-00,05-27-11,04:00:00,REGULAR,001953890,001509909
A038,R085,00-00-00,05-27-11,04:00:00,REGULAR,001953890,001509909                                
A038,R085,00-00-00,05-27-11,08:00:00,REGULAR,001953954,001509974
A038,R085,00-00-00,05-27-11,12:00:00,REGULAR,001954275,001510319
A038,R085,00-00-00,05-27-11,16:00:00,REGULAR,001954609,001510614
A038,R085,00-00-00,05-27-11,20:00:00,REGULAR,001955051,001510990                                                                                                                                                                                                      
A038,R085,00-00-01,05-21-11,00:00:00,REGULAR,000357605,000105696
A038,R085,00-00-01,05-21-11,04:00:00,REGULAR,000357785,000105720
A038,R085,00-00-01,05-21-11,04:00:00,RECOVR,000357785,000105720
A038,R085,00-00-01,05-21-11,08:00:00,AUD,000357835,000105746
A038,R085,00-00-01,05-21-11,12:00:00,REGULAR,000357998,000105880
A038,R085,00-00-01,05-21-11,16:00:00,REGULAR,000358430,000106129
A038,R085,00-00-01,05-21-11,20:00:00,REGULAR,000359072,000106389
A038,R085,00-00-01,05-22-11,00:00:00,REGULAR,000359486,000106510                   
A038,R085,00-00-01,05-22-11,04:00:00,REGULAR,000359684,000106532
A038,R085,00-00-01,05-22-11,08:00:00,REGULAR,000359734,000106542
A038,R085,00-00-01,05-22-11,12:00:00,REGULAR,000359846,000106632
A038,R085,00-00-01,05-22-11,16:00:00,REGULAR,000360162,000106791
A038,R085,00-00-01,05-22-11,20:00:00,REGULAR,000360560,000106970
A038,R085,00-00-01,05-23-11,00:00:00,REGULAR,000360876,000107012
A038,R085,00-00-01,05-23-11,04:00:00,REGULAR,000360917,000107019
A038,R085,00-00-01,05-23-11,04:00:00,RECOVR,000360917,000107019               
A038,R085,00-00-01,05-23-11,08:00:00,REGULAR,000361001,000107037
A038,R085,00-00-01,05-23-11,12:00:00,REGULAR,000361441,000107171
A038,R085,00-00-01,05-23-11,16:00:00,REGULAR,000361818,000107314
A038,R085,00-00-01,05-23-11,20:00:00,REGULAR,000362466,000107501
A038,R085,00-00-01,05-24-11,00:00:00,REGULAR,000362788,000107561
A038,R085,00-00-01,05-24-11,04:00:00,REGULAR,000362832,000107567
A038,R085,00-00-01,05-24-11,04:00:00,RECOVR,000362832,000107567
A038,R085,00-00-01,05-24-11,08:00:00,AUD,000362924,000107597                   
A038,R085,00-00-01,05-24-11,12:00:00,REGULAR,000363386,000107734
A038,R085,00-00-01,05-24-11,16:00:00,REGULAR,000363782,000107907
A038,R085,00-00-01,05-24-11,20:00:00,REGULAR,000364450,000108128
A038,R085,00-00-01,05-25-11,00:00:00,REGULAR,000364812,000108186
A038,R085,00-00-01,05-25-11,04:00:00,REGULAR,000364867,000108193
A038,R085,00-00-01,05-25-11,04:00:00,RECOVR,000364867,000108193
A038,R085,00-00-01,05-25-11,08:00:00,AUD,000364974,000108211
A038,R085,00-00-01,05-25-11,12:00:00,REGULAR,000365428,000108339                   
A038,R085,00-00-01,05-25-11,16:00:00,REGULAR,000365863,000108468
A038,R085,00-00-01,05-25-11,20:00:00,REGULAR,000366503,000108642
A038,R085,00-00-01,05-26-11,00:00:00,REGULAR,000366933,000108697
A038,R085,00-00-01,05-26-11,04:00:00,REGULAR,000367003,000108702
A038,R085,00-00-01,05-26-11,04:00:00,RECOVR,000367003,000108702
A038,R085,00-00-01,05-26-11,08:00:00,AUD,000367122,000108724
A038,R085,00-00-01,05-26-11,12:00:00,REGULAR,000367550,000108861
A038,R085,00-00-01,05-26-11,13:59:42,REGULAR,000367732,000108925                   
A038,R085,00-00-01,05-26-11,13:59:50,DOOR,000367732,000108925
A038,R085,00-00-01,05-26-11,14:14:46,OPEN,000367732,000108925
A038,R085,00-00-01,05-26-11,16:00:00,DOOR,000367958,000108981
A038,R085,00-00-01,05-26-11,20:00:00,OPEN,000368591,000109219
A038,R085,00-00-01,05-27-11,00:00:00,REGULAR,000369018,000109303
A038,R085,00-00-01,05-27-11,04:00:00,REGULAR,000369118,000109312
A038,R085,00-00-01,05-27-11,04:00:00,REGULAR,000369118,000109312
A038,R085,00-00-01,05-27-11,08:00:00,REGULAR,000369192,000109325                          
A038,R085,00-00-01,05-27-11,12:00:00,REGULAR,000369629,000109438
A038,R085,00-00-01,05-27-11,16:00:00,REGULAR,000370081,000109573
A038,R085,00-00-01,05-27-11,20:00:00,REGULAR,000370656,000109789                                                                                                                                                                                                                                                    
A038,R085,00-00-02,05-21-11,00:00:00,REGULAR,007739639,000902674
A038,R085,00-00-02,05-21-11,04:00:00,REGULAR,007739835,000902686
A038,R085,00-00-02,05-21-11,04:00:00,RECOVR,007739835,000902686
A038,R085,00-00-02,05-21-11,08:00:00,AUD,007739879,000902693
A038,R085,00-00-02,05-21-11,12:00:00,REGULAR,007740065,000902751
A038,R085,00-00-02,05-21-11,16:00:00,REGULAR,007740515,000902889
A038,R085,00-00-02,05-21-11,20:00:00,REGULAR,007741155,000903048
A038,R085,00-00-02,05-22-11,00:00:00,REGULAR,007741558,000903104                   
A038,R085,00-00-02,05-22-11,04:00:00,REGULAR,007741761,000903117
